frame,YOLO_score,motion_score,temporal_score,dynamic_state
255,0.000000,NA,0.000000,0
256,0.000000,NA,0.000000,0
257,0.000000,NA,0.000000,0
258,0.000000,NA,0.000000,0
259,0.000000,NA,0.000000,0
260,0.000000,NA,0.000000,0
261,0.000000,NA,0.000000,0
262,0.000000,NA,0.000000,0
263,0.000000,NA,0.000000,0
264,0.000000,NA,0.000000,0
265,0.000000,NA,0.000000,0
266,0.000000,NA,0.000000,0
267,0.000000,NA,0.000000,0
268,0.000000,NA,0.000000,0
269,0.000000,NA,0.000000,0
270,0.000000,NA,0.000000,0
271,0.000000,NA,0.000000,0
272,0.000000,NA,0.000000,0
273,0.000000,NA,0.000000,0
274,0.000000,NA,0.000000,0
275,0.000000,NA,0.000000,0
276,0.000000,NA,0.000000,0
277,0.000000,NA,0.000000,0
278,0.000000,NA,0.000000,0
279,0.000000,NA,0.000000,0
280,0.000000,NA,0.000000,0
281,0.000000,NA,0.000000,0
282,0.000000,NA,0.000000,0
283,0.000000,NA,0.000000,0
284,0.000000,NA,0.000000,0
285,0.000000,NA,0.000000,0
286,0.000000,NA,0.000000,0
287,0.000000,NA,0.000000,0
288,0.000000,NA,0.000000,0
289,0.000000,NA,0.000000,0
290,0.000000,NA,0.000000,0
291,0.000000,NA,0.000000,0
292,0.000000,NA,0.000000,0
293,0.000000,NA,0.000000,0
294,0.000000,NA,0.000000,0
295,0.000000,NA,0.000000,0
296,0.000000,NA,0.000000,0
297,0.000000,NA,0.000000,0
298,0.000000,NA,0.000000,0
299,0.000000,NA,0.000000,0
300,0.000000,NA,0.000000,0
301,0.000000,NA,0.000000,0
302,0.000000,NA,0.000000,0
303,0.000000,NA,0.000000,0
304,0.000000,NA,0.000000,0
305,0.000000,NA,0.000000,0
306,0.000000,NA,0.000000,0
307,0.000000,NA,0.000000,0
308,0.000000,NA,0.000000,0
309,0.000000,NA,0.000000,0
310,0.000000,NA,0.000000,0
311,0.000000,NA,0.000000,0
312,0.000000,NA,0.000000,0
313,0.000000,NA,0.000000,0
314,0.000000,NA,0.000000,0
315,0.000000,NA,0.000000,0
316,0.000000,NA,0.000000,0
317,0.000000,NA,0.000000,0
318,0.000000,NA,0.000000,0
319,0.000000,NA,0.000000,0
320,0.000000,NA,0.000000,0
321,0.000000,NA,0.000000,0
322,0.000000,NA,0.000000,0
323,0.000000,NA,0.000000,0
324,0.000000,NA,0.000000,0
325,0.000000,NA,0.000000,0
326,0.000000,NA,0.000000,0
327,0.000000,NA,0.000000,0
328,0.000000,NA,0.000000,0
329,0.000000,NA,0.000000,0
330,0.000000,NA,0.000000,0
331,0.000000,NA,0.000000,0
332,0.000000,NA,0.000000,0
333,0.000000,NA,0.000000,0
334,0.000000,NA,0.000000,0
335,0.000000,NA,0.000000,0
336,0.000000,NA,0.000000,0
337,0.000000,NA,0.000000,0
338,0.000000,NA,0.000000,0
339,0.000000,NA,0.000000,0
340,0.000000,NA,0.000000,0
341,0.000000,NA,0.000000,0
342,0.000000,NA,0.000000,0
343,0.000000,NA,0.000000,0
344,0.000000,NA,0.000000,0
345,0.000000,NA,0.000000,0
346,0.000000,NA,0.000000,0
347,0.000000,NA,0.000000,0
348,0.000000,NA,0.000000,0
349,0.000000,NA,0.000000,0
350,0.000000,NA,0.000000,0
351,0.000000,NA,0.000000,0
352,0.000000,NA,0.000000,0
353,0.000000,NA,0.000000,0
354,0.000000,NA,0.000000,0
355,0.250000,NA,0.050746,1
356,0.000000,NA,0.000000,0
357,0.250000,NA,0.029851,1
358,0.333333,NA,0.038806,1
359,0.250000,NA,0.028358,1
360,0.250000,NA,0.031343,1
361,0.000000,NA,0.000000,0
362,0.000000,NA,0.000000,0
363,0.000000,NA,0.000000,0
364,0.000000,NA,0.000000,0
365,0.000000,NA,0.000000,0
366,0.000000,NA,0.000000,0
367,0.000000,NA,0.000000,0
368,0.000000,NA,0.000000,0
369,0.000000,NA,0.000000,0
370,0.200000,NA,0.000000,1
371,0.000000,NA,0.000000,0
372,0.000000,NA,0.000000,0
373,0.000000,NA,0.000000,0
374,0.000000,NA,0.000000,0
375,0.000000,NA,0.000000,0
376,0.000000,NA,0.000000,0
377,0.000000,NA,0.000000,0
378,0.000000,NA,0.000000,0
379,0.000000,NA,0.000000,0
380,0.000000,NA,0.000000,0
381,0.000000,NA,0.000000,0
382,0.000000,NA,0.000000,0
383,0.000000,NA,0.000000,0
384,0.000000,NA,0.000000,0
385,0.000000,NA,0.000000,0
386,0.000000,NA,0.000000,0
387,0.000000,NA,0.000000,0
388,0.000000,NA,0.000000,0
389,0.200000,NA,0.119403,1
390,0.250000,NA,0.102985,1
391,0.250000,NA,0.205970,1
392,0.200000,NA,0.128358,1
393,0.000000,NA,0.000000,0
394,0.250000,NA,0.168657,1
395,0.200000,NA,0.155224,1
396,0.250000,NA,0.280597,1
397,0.250000,NA,0.297015,1
398,0.250000,NA,0.322388,1
399,0.250000,NA,0.370149,1
400,0.250000,NA,0.368657,1
401,0.250000,NA,0.386567,1
402,0.200000,NA,0.368657,1
403,0.200000,NA,0.397015,1
404,0.250000,NA,0.391045,1
405,0.250000,NA,0.391045,1
406,0.250000,NA,0.373134,1
407,0.250000,NA,0.359701,1
408,0.333333,NA,0.350746,1
409,0.250000,NA,0.352239,1
410,0.333333,NA,0.307463,1
411,0.333333,NA,0.338806,1
412,0.333333,NA,0.361194,1
413,0.333333,NA,0.371642,1
414,0.333333,NA,0.437313,1
415,0.333333,NA,0.501493,1
416,0.250000,NA,0.455224,1
417,0.250000,NA,0.449254,1
418,0.333333,NA,0.522388,1
419,0.250000,NA,0.555224,1
420,0.333333,NA,0.582090,1
421,0.200000,NA,0.431343,1
422,0.200000,NA,0.389552,1
423,0.200000,NA,0.401493,1
424,0.200000,NA,0.391045,1
425,0.200000,NA,0.355224,1
426,0.200000,NA,0.404478,1
427,0.250000,NA,0.391045,1
428,0.250000,NA,0.377612,1
429,0.250000,NA,0.358209,1
430,0.250000,NA,0.294030,1
431,0.250000,NA,0.314925,1
432,0.250000,NA,0.343284,1
433,0.333333,NA,0.374627,1
434,0.333333,NA,0.470149,1
435,0.333333,NA,0.502985,1
436,0.333333,NA,0.598507,1
437,0.333333,NA,0.685075,1
438,0.333333,NA,0.720896,1
439,0.250000,NA,0.662687,1
440,0.250000,NA,0.664179,1
441,0.250000,NA,0.677612,1
442,0.250000,NA,0.644776,1
443,0.200000,NA,0.561194,1
444,0.200000,NA,0.392537,1
445,0.200000,NA,0.376119,1
446,0.200000,NA,0.395522,1
447,0.200000,NA,0.420896,1
448,0.200000,NA,0.368657,1
449,0.333333,NA,0.449254,1
450,0.333333,NA,0.446269,1
451,0.200000,NA,0.271642,1
452,0.333333,NA,0.326866,1
453,0.333333,NA,0.344776,1
454,0.333333,NA,0.317910,1
455,0.333333,NA,0.307463,1
456,0.333333,NA,0.283582,1
457,0.333333,NA,0.264179,1
458,0.333333,NA,0.261194,1
459,0.400000,NA,0.273134,1
460,0.400000,NA,0.238806,1
461,0.333333,NA,0.226866,1
462,0.200000,NA,0.082090,1
463,0.200000,NA,0.079104,1
464,0.333333,NA,0.140299,1
465,0.200000,NA,0.085075,1
466,0.200000,NA,0.085075,1
467,0.200000,NA,0.098507,1
468,0.200000,NA,0.089552,1
469,0.200000,NA,0.117910,1
470,0.200000,NA,0.095522,1
471,0.200000,NA,0.101493,1
472,0.200000,NA,0.108955,1
473,0.166667,NA,0.080597,1
474,0.166667,NA,0.068657,1
475,0.166667,NA,0.100000,1
476,0.200000,NA,0.102985,1
477,0.200000,NA,0.102985,1
478,0.166667,NA,0.107463,1
479,0.166667,NA,0.111940,1
480,0.200000,NA,0.110448,1
481,0.200000,NA,0.108955,1
482,0.200000,NA,0.097015,1
483,0.200000,NA,0.097015,1
484,0.200000,NA,0.092537,1
485,0.200000,NA,0.065672,1
486,0.200000,NA,0.074627,1
487,0.200000,NA,0.083582,1
488,0.200000,NA,0.080597,1
489,0.200000,NA,0.061194,1
490,0.200000,NA,0.058209,1
491,0.200000,NA,0.073134,1
492,0.200000,NA,0.077612,1
493,0.200000,NA,0.088060,1
494,0.200000,NA,0.074627,1
495,0.200000,NA,0.049254,1
496,0.166667,NA,0.052239,1
497,0.166667,NA,0.055224,1
498,0.166667,NA,0.050746,1
499,0.200000,NA,0.028358,1
500,0.200000,NA,0.013433,1
501,0.000000,NA,0.000000,0
502,0.000000,NA,0.000000,0
503,0.000000,NA,0.000000,0
504,0.200000,NA,0.011940,1
505,0.200000,NA,0.011940,1
506,0.250000,NA,0.005970,1
507,0.250000,NA,0.014925,1
508,0.250000,NA,0.014925,1
509,0.250000,NA,0.016418,1
510,0.200000,NA,0.049254,1
511,0.166667,NA,0.062687,1
512,0.200000,NA,0.059701,1
513,0.200000,NA,0.092537,1
514,0.250000,NA,0.128358,1
515,0.200000,NA,0.152239,1
516,0.200000,NA,0.159701,1
517,0.200000,NA,0.189552,1
518,0.166667,NA,0.208955,1
519,0.166667,NA,0.232836,1
520,0.166667,NA,0.267164,1
521,0.166667,NA,0.335821,1
522,0.200000,NA,0.411940,1
523,0.200000,NA,0.480597,1
524,0.200000,NA,0.473134,1
525,0.250000,NA,0.458209,1
526,0.250000,NA,0.425373,1
527,0.200000,NA,0.429851,1
528,0.200000,NA,0.394030,1
529,0.200000,NA,0.395522,1
530,0.200000,NA,0.358209,1
531,0.200000,NA,0.340299,1
532,0.200000,NA,0.331343,1
533,0.200000,NA,0.335821,1
534,0.200000,NA,0.304478,1
535,0.166667,NA,0.294030,1
536,0.200000,NA,0.153731,1
537,0.200000,NA,0.111940,1
538,0.200000,NA,0.107463,1
539,0.200000,NA,0.126866,1
540,0.166667,NA,0.128358,1
541,0.166667,NA,0.165672,1
542,0.200000,NA,0.173134,1
543,0.166667,NA,0.171642,1
544,0.166667,NA,0.159701,1
545,0.166667,NA,0.144776,1
546,0.200000,NA,0.156716,1
547,0.200000,NA,0.152239,1
548,0.200000,NA,0.144776,1
549,0.200000,NA,0.144776,1
550,0.166667,NA,0.123881,1
551,0.200000,NA,0.165672,1
552,0.200000,NA,0.168657,1
553,0.200000,NA,0.156716,1
554,0.166667,NA,0.164179,1
555,0.200000,NA,0.210448,1
556,0.200000,NA,0.197015,1
557,0.200000,NA,0.240299,1
558,0.200000,NA,0.244776,1
559,0.250000,NA,0.258209,1
560,0.200000,NA,0.262687,1
561,0.200000,NA,0.276119,1
562,0.200000,NA,0.292537,1
563,0.333333,NA,0.326866,1
564,0.250000,NA,0.379104,1
565,0.250000,NA,0.397015,1
566,0.250000,NA,0.437313,1
567,0.250000,NA,0.473134,1
568,0.250000,NA,0.497015,1
569,0.250000,NA,0.491045,1
570,0.250000,NA,0.508955,1
571,0.333333,NA,0.529851,1
572,0.333333,NA,0.568657,1
573,0.333333,NA,0.594030,1
574,0.200000,NA,0.525373,1
575,0.333333,NA,0.610448,1
576,0.250000,NA,0.571642,1
577,0.250000,NA,0.589552,1
578,0.250000,NA,0.617910,1
579,0.250000,NA,0.607463,1
580,0.250000,NA,0.607463,1
581,0.333333,NA,0.628358,1
582,0.333333,NA,0.614925,1
583,0.333333,NA,0.629851,1
584,0.500000,NA,0.619403,1
585,0.500000,NA,0.613433,1
586,0.333333,NA,0.607463,1
587,0.250000,NA,0.550746,1
588,0.250000,NA,0.544776,1
589,0.200000,NA,0.559701,1
590,0.250000,NA,0.528358,1
591,0.250000,NA,0.520896,1
592,0.250000,NA,0.552239,1
593,0.250000,NA,0.588060,1
594,0.250000,NA,0.586567,1
595,0.166667,NA,0.616418,1
596,0.250000,NA,0.632836,1
597,0.200000,NA,0.637313,1
598,0.250000,NA,0.640299,1
599,0.250000,NA,0.670149,1
600,0.250000,NA,0.626866,1
601,0.200000,NA,0.655224,1
602,0.250000,NA,0.652239,1
603,0.166667,NA,0.668657,1
604,0.200000,NA,0.685075,1
605,0.200000,NA,0.674627,1
606,0.200000,NA,0.697015,1
607,0.250000,NA,0.676119,1
608,0.250000,NA,0.665672,1
609,0.250000,NA,0.649254,1
610,0.333333,NA,0.683582,1
611,0.333333,NA,0.682090,1
612,0.333333,NA,0.637313,1
613,0.333333,NA,0.640299,1
614,0.250000,NA,0.635821,1
615,0.333333,NA,0.620896,1
616,0.333333,NA,0.631343,1
617,0.333333,NA,0.655224,1
618,0.250000,NA,0.629851,1
619,0.250000,NA,0.685075,1
620,0.200000,NA,0.720896,1
621,0.333333,NA,0.737313,1
622,0.200000,NA,0.731343,1
623,0.250000,NA,0.734328,1
624,0.250000,NA,0.740299,1
625,0.200000,NA,0.738806,1
626,0.250000,NA,0.759701,1
627,0.250000,NA,0.794030,1
628,0.333333,NA,0.774627,1
629,0.250000,NA,0.735821,1
630,0.250000,NA,0.741791,1
631,0.250000,NA,0.723881,1
632,0.250000,NA,0.692537,1
633,0.333333,NA,0.735821,1
634,0.250000,NA,0.704478,1
635,0.250000,NA,0.682090,1
636,0.250000,NA,0.682090,1
637,0.250000,NA,0.665672,1
638,0.250000,NA,0.656716,1
639,0.250000,NA,0.594030,1
640,0.250000,NA,0.614925,1
641,0.250000,NA,0.582090,1
642,0.250000,NA,0.511940,1
643,0.250000,NA,0.558209,1
644,0.250000,NA,0.494030,1
645,0.250000,NA,0.501493,1
646,0.250000,NA,0.440299,1
647,0.333333,NA,0.497015,1
648,0.333333,NA,0.440299,1
649,0.250000,NA,0.435821,1
650,0.250000,NA,0.374627,1
651,0.200000,NA,0.316418,1
652,0.250000,NA,0.294030,1
653,0.200000,NA,0.283582,1
654,0.250000,NA,0.246269,1
655,0.200000,NA,0.228358,1
656,0.500000,NA,0.237313,1
657,0.333333,NA,0.213433,1
658,0.333333,NA,0.214925,1
659,0.333333,NA,0.226866,1
660,0.333333,NA,0.253731,1
661,0.333333,NA,0.237313,1
662,0.333333,NA,0.295522,1
663,0.250000,NA,0.179104,1
664,0.200000,NA,0.165672,1
665,0.250000,NA,0.168657,1
666,0.400000,NA,0.380597,1
667,0.400000,NA,0.386567,1
668,0.400000,NA,0.368657,1
669,0.400000,NA,0.377612,1
670,0.400000,NA,0.352239,1
671,0.400000,NA,0.364179,1
672,0.400000,NA,0.394030,1
673,0.333333,NA,0.413433,1
674,0.400000,NA,0.440299,1
675,0.400000,NA,0.408955,1
676,0.400000,NA,0.417910,1
677,0.333333,NA,0.417910,1
678,0.333333,NA,0.389552,1
679,0.250000,NA,0.379104,1
680,0.250000,NA,0.335821,1
681,0.250000,NA,0.429851,1
682,0.250000,NA,0.382090,1
683,0.250000,NA,0.413433,1
684,0.500000,NA,0.488060,1
685,0.400000,NA,0.567164,1
686,0.333333,NA,0.434328,1
687,0.400000,NA,0.538806,1
688,0.500000,NA,0.535821,1
689,0.500000,NA,0.532836,1
690,0.500000,NA,0.553731,1
691,0.400000,NA,0.535821,1
692,0.400000,NA,0.525373,1
693,0.666667,NA,0.574627,1
694,0.500000,NA,0.501493,1
695,0.500000,NA,0.565672,1
696,0.666667,NA,0.610448,1
697,0.666667,NA,0.640299,1
698,0.666667,NA,0.626866,1
699,0.666667,NA,0.628358,1
700,0.666667,NA,0.595522,1
701,0.666667,NA,0.653731,1
702,0.666667,NA,0.613433,1
703,0.500000,NA,0.604478,1
704,0.600000,NA,0.570149,1
705,0.500000,NA,0.592537,1
706,0.400000,NA,0.559701,1
707,0.500000,NA,0.565672,1
708,0.666667,NA,0.580597,1
709,0.500000,NA,0.574627,1
710,0.500000,NA,0.579104,1
711,0.400000,NA,0.537313,1
712,0.500000,NA,0.549254,1
713,0.500000,NA,0.586567,1
714,0.500000,NA,0.619403,1
715,0.500000,NA,0.574627,1
716,0.500000,NA,0.610448,1
717,0.500000,NA,0.604478,1
718,0.500000,NA,0.613433,1
719,0.500000,NA,0.597015,1
720,0.500000,NA,0.607463,1
721,0.500000,NA,0.573134,1
722,0.500000,NA,0.610448,1
723,0.500000,NA,0.613433,1
724,0.500000,NA,0.602985,1
725,0.500000,NA,0.634328,1
726,0.500000,NA,0.634328,1
727,0.500000,NA,0.646269,1
728,0.400000,NA,0.679104,1
729,0.500000,NA,0.658209,1
730,0.500000,NA,0.586567,1
731,0.500000,NA,0.608955,1
732,0.500000,NA,0.601493,1
733,0.500000,NA,0.594030,1
734,0.500000,NA,0.616418,1
735,0.400000,NA,0.591045,1
736,0.400000,NA,0.614925,1
737,0.400000,NA,0.598507,1
738,0.400000,NA,0.616418,1
739,0.400000,NA,0.576119,1
740,0.400000,NA,0.580597,1
741,0.400000,NA,0.552239,1
742,0.400000,NA,0.565672,1
743,0.400000,NA,0.616418,1
744,0.400000,NA,0.608955,1
745,0.400000,NA,0.649254,1
746,0.400000,NA,0.652239,1
747,0.400000,NA,0.673134,1
748,0.500000,NA,0.691045,1
749,0.500000,NA,0.702985,1
750,0.500000,NA,0.710448,1
751,0.500000,NA,0.741791,1
752,0.500000,NA,0.774627,1
753,0.500000,NA,0.753731,1
754,0.500000,NA,0.776119,1
755,0.500000,NA,0.810448,1
756,0.500000,NA,0.808955,1
757,0.400000,NA,0.811940,1
758,0.500000,NA,0.792537,1
759,0.400000,NA,0.746269,1
760,0.500000,NA,0.741791,1
761,0.500000,NA,0.653731,1
762,0.500000,NA,0.616418,1
763,0.500000,NA,0.638806,1
764,0.500000,NA,0.649254,1
765,0.500000,NA,0.595522,1
766,0.500000,NA,0.591045,1
767,0.400000,NA,0.540299,1
768,0.400000,NA,0.535821,1
769,0.400000,NA,0.565672,1
770,0.500000,NA,0.704478,1
771,0.400000,NA,0.637313,1
772,0.333333,NA,0.646269,1
773,0.400000,NA,0.691045,1
774,0.400000,NA,0.734328,1
775,0.400000,NA,0.729851,1
776,0.400000,NA,0.664179,1
777,0.400000,NA,0.647761,1
778,0.400000,NA,0.641791,1
779,0.400000,NA,0.580597,1
780,0.400000,NA,0.540299,1
781,0.400000,NA,0.541791,1
782,0.400000,NA,0.558209,1
783,0.400000,NA,0.525373,1
784,0.400000,NA,0.502985,1
785,0.400000,NA,0.467164,1
786,0.400000,NA,0.482090,1
787,0.400000,NA,0.458209,1
788,0.400000,NA,0.498507,1
789,0.333333,NA,0.458209,1
790,0.400000,NA,0.617910,1
791,0.333333,NA,0.362687,1
792,0.333333,NA,0.456716,1
793,0.333333,NA,0.491045,1
794,0.400000,NA,0.671642,1
795,0.400000,NA,0.608955,1
796,0.400000,NA,0.626866,1
797,0.400000,NA,0.620896,1
798,0.400000,NA,0.664179,1
799,0.400000,NA,0.664179,1
800,0.400000,NA,0.631343,1
801,0.400000,NA,0.635821,1
802,0.333333,NA,0.649254,1
803,0.333333,NA,0.643284,1
804,0.333333,NA,0.643284,1
805,0.333333,NA,0.646269,1
806,0.333333,NA,0.619403,1
807,0.333333,NA,0.620896,1
808,0.333333,NA,0.622388,1
809,0.285714,NA,0.565672,1
810,0.333333,NA,0.564179,1
811,0.333333,NA,0.561194,1
812,0.333333,NA,0.559701,1
813,0.333333,NA,0.579104,1
814,0.333333,NA,0.628358,1
815,0.333333,NA,0.679104,1
816,0.400000,NA,0.682090,1
817,0.400000,NA,0.716418,1
818,0.400000,NA,0.789552,1
819,0.400000,NA,0.786567,1
820,0.400000,NA,0.753731,1
