experiment,method,sequence,run_id,raw_process_status,experiment_completion_status,legal_evaluation,trajectory_rows,trajectory_columns,trajectory_sha256,evaluation_script,max_timestamp_diff,alignment,groundtruth,ATE_RMSE,ATE_mean,ATE_median,RPE_translation_RMSE,RPE_rotation_RMSE_deg,run_dir
P3,Semantic,fr3_walking_rpy,run_03,exit_0,completed,1,485,8,4056ff6b48f2d110ae41790271084e7133312ed9e52e06bc19c21ca65359fefd,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_rpy/groundtruth.txt,0.6952817735415823,0.6343777741003456,0.6449631723786516,0.10677325938902885,2.23576132943736,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Semantic/fr3_walking_rpy/run_03
P3,Semantic,fr3_walking_rpy,run_04,exit_0,completed,1,609,8,7506dc3ed669c6d176bc2ec7b616d44a2c5fc281378ced7152ebe9742f46a316,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_rpy/groundtruth.txt,0.8224248418529649,0.7170754905710527,0.7141686744399802,0.11320298393720912,2.355945566730208,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Semantic/fr3_walking_rpy/run_04
P3,Semantic,fr3_walking_rpy,run_05,exit_0,completed,1,389,8,ee4d6197f99408562d3e5f4715daf50468fd6535fe0dd3f070f9f50b81837d01,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_rpy/groundtruth.txt,0.7429364968898228,0.7094550481356072,0.7145939288765439,0.12243949098135998,2.565284951137458,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Semantic/fr3_walking_rpy/run_05
P3,Semantic,fr3_walking_halfsphere,run_01,exit_0,completed,1,633,8,edd3898024749318ea79b582ae19c87813093c6b8e26f6ca2e4d6941253c29d3,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/groundtruth.txt,0.18124834016794103,0.1413222707607055,0.10466727027827843,0.027987858717561903,0.6203179456093819,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Semantic/fr3_walking_halfsphere/run_01
P3,Semantic,fr3_walking_halfsphere,run_02,exit_0,completed,1,933,8,8fe0366fd34179aefd0b8d49df758c867aed4e0cdbfa916e61d2bf551129892f,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/groundtruth.txt,0.6400521259279064,0.615083798444354,0.6161294291380948,0.020573277231431063,0.5152506628262215,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Semantic/fr3_walking_halfsphere/run_02
P3,Semantic,fr3_walking_halfsphere,run_03,exit_0,completed,1,685,8,7ca793cdd960bf4e3fa4d993ee28d13a1d2dd00e05090869348dc60078e56e52,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/groundtruth.txt,0.46111135554680416,0.43972726807126733,0.4263744265988776,0.06145680536494336,1.1378286813347158,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Semantic/fr3_walking_halfsphere/run_03
P3,Semantic,fr3_walking_halfsphere,run_04,exit_0,completed,1,550,8,a1baa6f2dca0cd57644f8770f8ff620453c6ea630e14570a8de00b753a485f7b,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/groundtruth.txt,0.25222416789891183,0.22449050339829754,0.19957952685145627,0.03388867558959434,0.7298689628754569,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Semantic/fr3_walking_halfsphere/run_04
P3,Semantic,fr3_walking_halfsphere,run_05,exit_0,completed,1,524,8,80ea49d9af1ea162344af6feaf989286fbf4e362fe5a5c4471c3464c2b10a51c,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/groundtruth.txt,0.1122428280469151,0.07141979048243777,0.04538179948648442,0.03476442575059193,0.7913423852628638,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Semantic/fr3_walking_halfsphere/run_05
P3,Temporal,fr3_walking_xyz,run_01,exit_0,completed,1,827,8,cfc8f5069e0255ee4a1bf0171e6eb7e5ac944d978af81414b2c4a825349b5692,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_xyz/groundtruth.txt,0.5720631491045588,0.5089196973493727,0.4767344111911871,0.020542718256912187,0.5048226361908624,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_xyz/run_01
P3,Temporal,fr3_walking_xyz,run_02,exit_0,completed,1,827,8,b8acdd0392a2e7c93a41230a2617259d5fbe6af8e07ac646f992ca100ad5cc55,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_xyz/groundtruth.txt,0.5023718318228437,0.44853699916943857,0.4173464044604561,0.020253178535755482,0.5080827696483365,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_xyz/run_02
P3,Temporal,fr3_walking_xyz,run_03,exit_0,completed,1,827,8,02d57a2572e0621b2c2cac6cc80110100713e36b0d63e5a9bb40bf6b2d24b64d,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_xyz/groundtruth.txt,0.5832277883282138,0.5063253627108735,0.4947403418900819,0.020547524908242448,0.5079271955603684,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_xyz/run_03
P3,Temporal,fr3_walking_xyz,run_04,exit_0,completed,1,827,8,380eefefa6a3fd46b586c64b85a3f51059c5a83d9befb1890978453b46465dd6,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_xyz/groundtruth.txt,0.5599440680786867,0.4927915503850902,0.49504455352051513,0.019632348814842583,0.49331210461773045,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_xyz/run_04
P3,Temporal,fr3_walking_xyz,run_05,exit_0,completed,1,827,8,cd34e430b423451f5c1acd8923ac2f5d832c003ec10124b71379720e83bdec60,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_xyz/groundtruth.txt,0.6043713440766867,0.5321792193129655,0.49031801288792265,0.020088703583441433,0.5015226824977876,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_xyz/run_05
P3,Temporal,fr3_walking_rpy,run_01,exit_0,completed,1,420,8,5e7a61a087ca9a2670e13428082596b82f6747f685724f6d021efd0dcdac70ee,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_rpy/groundtruth.txt,0.7540350381472647,0.7197853929480033,0.7391932048891046,0.12378508526538783,2.613485396318868,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_rpy/run_01
P3,Temporal,fr3_walking_rpy,run_02,exit_0,completed,1,593,8,3a28f6fa032a672108febeae1015da7c28611d906b0da48b50d9cec60095a5bc,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_rpy/groundtruth.txt,0.8849504428586588,0.7701453641092113,0.8220401672763871,0.1131004389818886,2.42806815592258,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_rpy/run_02
P3,Temporal,fr3_walking_rpy,run_03,exit_0,completed,1,102,8,250863ad5db78bab601d2bd5d00627ec142bfee6e1c21d67b5f719c07e66889a,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_rpy/groundtruth.txt,0.019922518521289862,0.01759378480818343,0.014766126140722341,0.0170711049220217,0.4683417108793379,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_rpy/run_03
P3,Temporal,fr3_walking_rpy,run_04,exit_0,completed,1,624,8,9ef9a07a44dacc48e6a2192153781cadcf80f5396e1856585f39098dcc967ad1,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_rpy/groundtruth.txt,0.6705876337435474,0.5850571010449469,0.428855142610332,0.10484759176962791,2.279460981707007,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_rpy/run_04
P3,Temporal,fr3_walking_rpy,run_05,exit_0,completed,1,495,8,b883794ce07524dd275eb96d1e9bb4832da3e78143a0caf836fe18e8e090082a,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_rpy/groundtruth.txt,0.7352373198973895,0.6636695315037697,0.5031623364579877,0.0284546659091875,0.6471333122547289,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_rpy/run_05
P3,Temporal,fr3_walking_halfsphere,run_01,exit_0,completed,1,456,8,198dac1b0f47968bd06ee819aa85f5cb019779764782f78fb1993627d1a2d574,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/groundtruth.txt,0.2135283034263479,0.1867526573763329,0.1467188765314582,0.021328241640046652,0.5415001083326002,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_halfsphere/run_01
P3,Temporal,fr3_walking_halfsphere,run_02,exit_0,completed,1,591,8,edf6d7139be397dfcdd051d5f1de9ceba65498e074783d17f29b67a379a948d2,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/groundtruth.txt,0.18242309890481548,0.14730403709055126,0.1096692742186867,0.026056744955009266,0.5741521889734291,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_halfsphere/run_02
P3,Temporal,fr3_walking_halfsphere,run_03,exit_0,completed,1,680,8,4e1bcf260a5cab1b5602ca37620e5794430e40729e6cca4cd1799422e7676646,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/groundtruth.txt,0.5040703871023717,0.4853685715408376,0.4386139067713305,0.05333018058058846,1.0173723334575167,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_halfsphere/run_03
P3,Temporal,fr3_walking_halfsphere,run_04,exit_0,completed,1,540,8,2eb67d67c8e3a66bb2b765b48f2d5ab753f92b26aa436c4e89d3aebfe0f60445,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/groundtruth.txt,0.19204610184735652,0.15407259234983395,0.15100674745076212,0.04339149917791565,0.9930324623090584,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_halfsphere/run_04
P3,Temporal,fr3_walking_halfsphere,run_05,exit_0,completed,1,925,8,c3d369c48bfabd4134501466d413bf6a6ad8b82af4bb8db3a37b25d2795d3288,scripts/evaluate_tum_metrics.py,0.02,single SE(3) Umeyama/SVD alignment for ATE; RPE computed from unaligned consecutive relative poses,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/groundtruth.txt,0.5170462620321599,0.4939254556253959,0.4680003745124707,0.02216929318967652,0.5276841171562616,/home/djn/123/ORB_SLAM2_AddSemantic/experiments/final_paper/03_temporal_continuity/Temporal/fr3_walking_halfsphere/run_05
